2015,2016,2017,2018,2019,2020,2021
,67.87096296296296,33.73486111111111,,58.634143678160925,61.382444444444445,32.942371485943774
,50.00106227106227,42.8552380952381,,44.50099431818182,56.592092391304334,30.061656862745096
51.566245954692555,25.89709016393443,30.412782485875713,30.941926605504587,26.784008264462813,16.251269113149846,19.438125000000003
78.02211111111112,62.32448087431694,33.33567375886525,50.29425,38.322245762711866,34.18232539682539,39.47272108843537
