2015,2016,2017,2018,2019,2020,2021
,166.8703806584362,153.33454656862745,162.4607843137255,144.4683908045977,139.4672619047619,155.92777777777778
,61.3928373015873,89.16176470588235,75.5,48.383699633699635,47.94285714285714,54.790983606557376
,43.28194444444445,42.5,52.988700564971744,40.49081920903954,40.09139784946237,37.78472222222222
106.22288043478262,127.79861111111111,130.84649122807016,103.55464480874316,118.27976190476191,84.82786885245902,162.69444444444446
