2015,2016,2017,2018,2019,2020,2021
974.9108,1250.5979,1112.572,1125.346,1129.2333,1060.4095,1149.9054
1832.6648,2319.5417,1954.8745,2066.9734,2117.4226,1631.9032,1918.3224
1132.1073,1008.4236,1006.15234,1190.129,1162.7332,899.6125,948.99976
1448.395,1257.7122,1219.3834,1418.5682,1165.2688,1112.268,1180.902
