2015,2016,2017,2018,2019,2020,2021
870.11865,810.32794,832.2159,847.4956,776.17053,793.0236,880.96466
689.36597,673.4409,523.7914,561.0042,489.58667,645.3741,610.988
1095.6509,1019.3545,938.3121,1085.9626,930.6057,843.3974,1016.4066
703.922,838.4174,694.1817,764.9334,647.41864,746.9016,635.88947
