2015,2016,2017,2018,2019,2020,2021
930.5845,1143.3387,1012.1267,920.1117,1055.1615,958.90674,970.17084
2062.6748,2236.3367,2249.4758,2102.358,2392.5913,2204.1553,2265.5796
1503.7872,1119.7554,1232.6189,1252.1177,1186.81,1081.5386,1204.6162
1672.1786,1399.5061,1396.75,1913.7126,1251.3079,1528.0529,1120.419
