2015,2016,2017,2018,2019,2020,2021
884.82623,1013.8488,935.095,825.95984,948.45667,869.94653,876.31354
2010.9913,2168.789,2248.6528,2098.321,2256.953,1746.6775,2047.0586
1389.2485,1205.5105,1265.9299,1181.9196,1333.1422,1299.4208,1298.145
1435.3717,1383.2168,1251.82,1237.1979,1298.9287,1406.1652,1057.4137
