2015,2016,2017,2018,2019,2020,2021
931.0865,1155.6179,1059.318,971.79095,1050.6624,939.3961,1026.5164
1985.1593,2167.8164,2113.5022,2249.1875,2427.359,1902.4594,2260.552
1373.9429,1064.7499,1228.1223,1221.0686,1185.1083,984.9706,1055.8143
1531.8057,1348.2582,1417.4482,1835.0261,1228.4349,1519.3025,1137.1241
