2015,2016,2017,2018,2019,2020,2021
916.7272,1006.39056,892.1111,841.7956,917.1222,885.1096,835.3775
2202.4746,2137.551,2043.9292,2106.9685,2166.194,2116.0347,1954.0875
1513.3873,1214.6091,1342.992,1212.4172,1264.9417,1420.4288,1375.5757
1730.0042,1625.1058,1777.5433,1334.0941,1247.7518,1569.8545,1137.8302
