2015,2016,2017,2018,2019,2020,2021
282.5547,306.4865,188.04308,209.07477,288.6457,303.27634,211.4837
423.70584,402.27383,389.94943,368.1751,354.02615,402.24893,389.26636
638.0516,639.4275,617.8361,660.37836,619.63196,583.15765,622.54895
291.5504,229.65892,307.3299,202.34572,386.5512,336.59464,319.05377
