City,Season,Year,Modis AOD,Insat AOD,BLH,PM2p5
Tamil_Nadu_Chennai,Monsoon,2020,0.5360000254586339,1.301753,843.3974,34.35059151785715
Tamil_Nadu_Chennai,Monsoon,2021,0.4040000191889703,2.0446916,1016.4066,19.216891891891887
Tamil_Nadu_Chennai,Post-Monsoon,2015,0.266000012634322,0.18425114,703.922,34.23640350877193
Tamil_Nadu_Chennai,Post-Monsoon,2016,0.6805000323220156,0.22312063,838.4174,56.30573830409357
Tamil_Nadu_Chennai,Post-Monsoon,2017,0.4125000195926986,0.42570323,694.1817,43.97720029239766
Tamil_Nadu_Chennai,Post-Monsoon,2018,0.3995000189752318,0.5000367,764.9334,52.83811363636364
Tamil_Nadu_Chennai,Post-Monsoon,2019,0.8470000402303413,0.40269756,647.41864,41.79751461988304
Tamil_Nadu_Chennai,Post-Monsoon,2020,0.5420000257436186,0.48732936,746.9016,36.13184210526315
Tamil_Nadu_Chennai,Post-Monsoon,2021,,1.2865413,635.88947,17.716557017543863
Telangana_Hyderabad,Winter,2015,0.2046666763878117,0.33405995,1625.4741,
Telangana_Hyderabad,Winter,2016,0.2710000128718093,0.31986034,1999.5317,91.42724683544304
Telangana_Hyderabad,Winter,2017,0.2510000119218603,0.3113185,1650.9341,51.977083333333326
Telangana_Hyderabad,Winter,2018,0.3430000162916258,0.5553821,1782.4944,57.3892156862745
Telangana_Hyderabad,Winter,2019,0.3106666814225415,0.4353517,1639.2028,63.35
Telangana_Hyderabad,Winter,2020,0.3210000152466818,0.58508044,1491.8745,55.5168776371308
Telangana_Hyderabad,Winter,2021,0.3470000164816156,1.5220672,1645.5371,53.75449438202247
Telangana_Hyderabad,Pre-Monsoon,2015,0.3240000153891742,0.18443035,2286.2441,45.845454545454544
Telangana_Hyderabad,Pre-Monsoon,2016,0.2593333456510057,0.32511917,2702.3062,53.17683823529412
Telangana_Hyderabad,Pre-Monsoon,2017,0.3363333493083094,0.27337804,2846.5024,39.743975903614455
Telangana_Hyderabad,Pre-Monsoon,2018,0.5116666909695292,0.6466901,2733.824,48.55898876404494
Telangana_Hyderabad,Pre-Monsoon,2019,0.2730000129668042,1.497763,2924.5154,41.77906976744186
Telangana_Hyderabad,Pre-Monsoon,2020,0.3836666848898555,0.8244851,2422.9712,32.231617647058826
Telangana_Hyderabad,Pre-Monsoon,2021,0.5810000275960192,4.0547447,2588.0867,40.68
Telangana_Hyderabad,Monsoon,2015,0.7370000350056216,0.13723192,1417.8934,56.144217391304345
Telangana_Hyderabad,Monsoon,2016,,0.18188502,1064.8682,72.73426229508198
Telangana_Hyderabad,Monsoon,2017,,1.0118178,1088.743,23.858695652173918
Telangana_Hyderabad,Monsoon,2018,0.6010000285459682,1.5613121,1250.6068,24.215857605177995
Telangana_Hyderabad,Monsoon,2019,0.4260000202339142,2.7079272,1243.2074,23.13
Telangana_Hyderabad,Monsoon,2020,,2.2084534,1047.2152,11.474137931034482
Telangana_Hyderabad,Monsoon,2021,,,1094.4878,19.35811965811966
Telangana_Hyderabad,Post-Monsoon,2015,0.4020000190939754,0.25502098,1900.4272,162.26818965517242
Telangana_Hyderabad,Post-Monsoon,2016,0.3570000169565901,0.24754351,1476.6462,43.61111111111112
Telangana_Hyderabad,Post-Monsoon,2017,0.421000019996427,0.5452921,1411.1721,44.90714285714286
Telangana_Hyderabad,Post-Monsoon,2018,0.3655000173603184,0.447549,1726.8868,45.70086206896552
Telangana_Hyderabad,Post-Monsoon,2019,0.4790000227512792,1.162839,1048.0405,51.74561403508772
Telangana_Hyderabad,Post-Monsoon,2020,0.5135000243899412,0.4206982,1241.0448,37.49180327868852
Telangana_Hyderabad,Post-Monsoon,2021,0.5440000258386135,2.8923075,1236.3622,36.02442528735632
UP_Agra,Winter,2015,0.7366667016564558,0.19629127,916.7272,
UP_Agra,Winter,2016,0.7070000335806981,0.18679215,1006.39056,138.88413793103447
UP_Agra,Winter,2017,0.5873333612301698,0.16198392,892.1111,160.50852272727272
UP_Agra,Winter,2018,0.5970000283559784,0.608819,841.7956,137.81298449612402
