2015,2016,2017,2018,2019,2020,2021
0.19629127,0.18679215,0.16198392,0.608819,0.6109915,0.6501996,1.4045858
0.32206258,0.38197812,0.27727583,1.6516867,2.1440942,1.8496174,3.7373347
0.28247944,0.28566822,0.5072621,1.0452317,2.6444774,2.4777865,3.8918898
0.19640212,0.18876421,0.677734,0.5272352,0.9575391,0.99934304,3.3047051
