2015,2016,2017,2018,2019,2020,2021
0.23234768,0.2117563,0.19262297,0.777662,0.7335112,0.79109615,1.7462696
0.28831565,0.36277533,0.21846874,1.2146796,1.7424121,1.4244229,4.062028
0.28368217,0.2543452,0.5416137,1.5481592,2.673314,2.1176827,3.4890788
0.19693853,0.18991818,0.6071143,0.54873115,0.81327784,0.6740006,3.2009811
