2015,2016,2017,2018,2019,2020,2021
0.33405995,0.31986034,0.3113185,0.5553821,0.4353517,0.58508044,1.5220672
0.18443035,0.32511917,0.27337804,0.6466901,1.497763,0.8244851,4.0547447
0.13723192,0.18188502,1.0118178,1.5613121,2.7079272,2.2084534,nan
0.25502098,0.24754351,0.5452921,0.447549,1.162839,0.4206982,2.8923075
